t,distances,motor_l,motor_r,state,target_deg,search_side
20.033,12.00;12.00;12.00;12.00;2.57;2.62;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.141,12.00;12.00;12.00;12.00;2.57;2.64;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.249,12.00;12.00;12.00;2.58;2.58;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.358,12.00;12.00;12.00;2.57;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.466,12.00;12.00;12.00;2.57;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.574,12.00;12.00;12.00;2.57;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.681,12.00;12.00;12.00;2.57;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.789,12.00;12.00;12.00;2.57;2.64;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
20.898,12.00;12.00;2.57;2.58;2.66;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.007,12.00;12.00;2.57;2.58;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.116,12.00;12.00;2.57;2.60;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.225,12.00;12.00;2.56;2.61;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.335,12.00;12.00;2.57;2.63;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.443,12.00;2.58;2.57;2.65;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.552,12.00;2.57;2.58;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
21.662,12.00;2.57;2.59;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
21.77,12.00;2.53;2.54;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
21.879,12.00;2.42;2.42;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
21.988,12.00;2.27;2.26;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.561,0.23,FORWARD,15.0,left
22.096,2.21;2.12;2.10;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.18,0.18,PIVOT,15.0,left
22.206,2.06;1.99;1.98;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.314,2.04;1.97;1.95;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.422,2.11;2.03;2.01;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.53,2.21;2.12;2.09;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.638,12.00;2.22;2.18;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.746,12.00;2.31;2.27;2.30;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.855,12.00;2.41;2.36;2.38;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
22.962,12.00;12.00;2.45;2.47;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,BACKUP,15.0,right
23.071,12.00;12.00;2.55;2.56;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,-0.12,-0.3,SEARCH,,right
23.181,12.00;12.00;2.63;2.64;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.288,12.00;12.00;12.00;2.69;2.76;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.398,12.00;12.00;12.00;2.68;2.74;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.508,12.00;12.00;12.00;2.68;2.72;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.617,12.00;12.00;12.00;2.68;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.727,12.00;12.00;12.00;2.68;2.70;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.837,12.00;12.00;12.00;2.69;2.69;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
23.947,12.00;12.00;12.00;12.00;2.69;2.75;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.057,12.00;12.00;12.00;12.00;2.68;2.74;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.166,12.00;12.00;12.00;12.00;2.68;2.72;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.276,12.00;12.00;12.00;12.00;2.69;2.71;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.386,12.00;12.00;12.00;12.00;2.69;2.70;12.00;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.493,12.00;12.00;12.00;12.00;2.70;2.69;2.77;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.605,12.00;12.00;12.00;12.00;12.00;2.69;2.75;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.713,12.00;12.00;12.00;12.00;12.00;2.69;2.74;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.82,12.00;12.00;12.00;12.00;12.00;2.69;2.72;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
24.927,12.00;12.00;12.00;12.00;12.00;2.69;2.71;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.037,12.00;12.00;12.00;12.00;12.00;2.69;2.70;12.00;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.149,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.77;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.254,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.75;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.364,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.73;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.475,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.72;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.584,12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.71;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.693,12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.70;12.00;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.802,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.76;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
25.913,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.75;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.024,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.73;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.134,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.69;2.72;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.244,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.71;12.00;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.352,12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.70;2.78;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.464,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.76;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.572,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.74;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.682,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.73;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.79,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.72;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
26.898,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.71;12.00;12.00;12.00,0.18,-0.18,SEARCH,,right
27.009,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.78;12.00;12.00,0.18,-0.18,SEARCH,,right
27.117,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.76;12.00;12.00,0.18,-0.18,SEARCH,,right
27.228,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.75;12.00;12.00,0.18,-0.18,SEARCH,,right
27.336,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.73;12.00;12.00,0.18,-0.18,SEARCH,,right
27.444,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.72;12.00;12.00,0.18,-0.18,SEARCH,,right
27.557,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.71;2.71;12.00;12.00,0.18,-0.18,SEARCH,,right
27.664,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.77;12.00,0.18,-0.18,SEARCH,,right
27.775,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.70;2.75;12.00,0.23,0.561,FORWARD,-15.0,right
27.883,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.67;2.73;12.00,0.23,0.561,FORWARD,-15.0,right
27.992,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.52;2.59;12.00,0.23,0.561,FORWARD,-15.0,right
28.104,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.32;2.40;12.00,0.23,0.561,FORWARD,-15.0,right
28.212,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.19;2.27;12.00,0.23,0.561,FORWARD,-15.0,right
28.319,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.00;2.09;2.26,-0.3,-0.12,BACKUP,-15.0,left
28.429,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.90;1.99;2.16,-0.3,-0.12,BACKUP,-15.0,left
28.538,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.91;2.00;2.18,-0.3,-0.12,BACKUP,-15.0,left
28.644,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;1.99;2.10;2.29,-0.3,-0.12,BACKUP,-15.0,left
28.755,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.07;2.19;12.00,-0.3,-0.12,BACKUP,-15.0,left
28.863,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.18;2.24;2.37;12.00,-0.3,-0.12,BACKUP,-15.0,left
28.974,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.28;2.35;2.50;12.00,-0.3,-0.12,BACKUP,-15.0,left
29.082,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.38;2.46;12.00;12.00,-0.3,-0.12,BACKUP,-15.0,left
29.19,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.49;2.58;12.00;12.00,-0.3,-0.12,SEARCH,,left
29.301,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.59;2.69;12.00;12.00,-0.18,0.18,SEARCH,,left
29.41,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.66;2.78;12.00;12.00,-0.18,0.18,SEARCH,,left
29.519,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.67;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
29.628,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.63;2.69;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
29.735,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.71;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
29.844,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.64;2.73;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
29.951,12.00;12.00;12.00;12.00;12.00;12.00;12.00;12.00;2.65;2.76;12.00;12.00;12.00,-0.18,0.18,SEARCH,,left
